,Comments,Labels
2341,Sabrina Monien li pas bizin fer lepep tan so bazar,0
2342,Nazneen Mohomed moi mo pas hyppocrite mo dire ce ki vraie pas couma certain non sa pa bon .mo pa come sa ect mo ena ene sel figure ek mo metre ene sel chapeau sur ce bon apres midi,0
2343,Kritish Doorga : to pas ti inviter dans sa fete la?,0
2344,Faw Waaz lol...sa ban fete la ..mo eviter🤣🤣,0
2345,Mark des champagne de sensibilisation lor noise regulation 2008 voila zordi ki p arriver..bcou des gens pane lire sa la loi la,0
2346,Bouk la so lakaz so manz so boir so kas so ampli so bafoull. Li pey so courant. Me li pa gnn droi amuse dan so lakaz enplis de sa li propriétaire.dan plass sa ban lapolis la ti al cas nisa sa ban fami ti p amuse entre zot fami. Kifer zot pa ti al fer 1arestasion dan marche la drogue dan goutland ena plain mancha ladrog,0
2347,Lionel Luidialam b dimé mo prend 1 bafoul mo bour dans to zoreil to pou bizin fermé parceki bafoul la moi kine asté,0
2348,Molo pa p tro copran toi la,0
2349,Emmanuel Clair to met bafoul dan zoreil. Aster 1herfon sa met dan zoreil,0
2350,Est ce ki ou trouve la police fer kitchose pou bane ki met zot bafoule a fond dan zot loto,0
2351,"Akoz la music aussi dimoune pou laguerre la akoz sa meme tout jeune p ale dan ban soirée apre perdi control perdi fami
Si 1 voisin p fer 1 fete cote li 1 seul foi par mois sa derange to voisin b pa la music force sa c 1 histoire ki ti pabon depi longtemp sa
Met serye do dimoune pa fer fete tout les jour carment
Si tout les li fer fete normal bizin aret li mais si dernier li fer fete to 2 mois avant b la li normal malgré ki li dérangent",0
2352,Ban dimoune kumsa..pa bisin mem ggn caution..surtout ban madame la osi..pouri dan prison..apre zot pu kne ki zot in faire..,0
2353,"Dimun sovaz jamais pu compran
Gagne droit amuser sans derange ou voisin.. Enfin nusi nu subir sa parfois..",0
2354,Excuse moi missier ! Mo Pas pu re faire sa encore. Excuse moaaaaaaa !!!! 🤣🤣🤣🤣🤣 Aster pu arête faire la gueule !!!,0
2355,pauvre propriétaire... possiblement li pou vinn enn locataire prison !,0
2356,Aboo Bakar Siddick Nuckcheddy oui aux frais du contribuable,0
2357,B kifer to figur cuman dipain rasi aster.. grand mari to ti p fer...,0
2358,mo esperer ena 1 lot video cot banla p traine sa pln la cout matraque !!,0
2359,Si sa ti dans canada li sorti r sabre zordi ti pou so lenterment :),0
2360,Aster zot ramass savonette bien mem,0
2361,bsin pa gagn caution sa,0
2362,Problème presque tou Le temp la police pa pren contravention zot ziste dir baisse ou son apres c tou,0
2363,Sa n roche lo parbrise la appel saccagé,0
2364,Pays p sufer...buku famille dan pince mo dacord ou lakaz sa....pense bne dimun kine gg covid la zot p laguere r zot la vie....pray for them instead🙏🙏🙏,0
2365,Ban tilambic.Aster alle ramasse savonette dans prison!,0
2366,"Ine heure pour protege e ekip tous policier kan p al fer 1 landing apre 1 requet akoz pa kner ki p atan zot e pour coumencer zot Uniform,met ban special uniform cumen ban comando,marcos,seki bulet proof ou bien solid,si ggn atacker ,zot pas pu ggn rien ou blesser. E met 1 masque lor la tete, pour defendre en cas. Zot pou Safer.
Zis uniform bleu la pas suffit.",0
2367,Bien n’importe ! Mentalité dans bez !,0
2368,"Li proprietaire li pe amuse coumsa
Cot moi lokater ki pe amuse bafoule fort fort 1 journey coumsa ni ou capave repose ni capave dormi ni capave faire namaz r zotte qaund dire zotte zotte vin menace pu bate pe dire pu pike r couteau tou fatigue call la police qaund dire proprietaire cause avec so lokater li dire li pena aucan problem li li dire li dormi bien li et ban lokater la vin faire payment bien li pena problem li",0
2369,Salma Guillaume ena du bez la 🤣🤣,0
2370,Meerhossen FardeenNoor oui ta mo dire toi si mo gagne 1 fizi sa mo vin 1 criminal tou la sa kalite la ffou bisin ena patience sa,0
2371,Salma Guillaume omg tou sa coler la🤒,0
2372,Bour zot court balle...... bizin ena un lequipe encounter dans la police..,0
2373,Tous la braquet in vine baye aster 😂,0
2374,La loi tro souple...ek ban autorite tolere ban ki batt la pplice docteur...normal pu re batter,0
2375,Pour ranz zot cokass bientot la 😂,0
2376,"Dire franc oun rod fer Mari.

Astr ou pu vin Marie",0
2377,Bizin cass so kiwi tone bien fer fete dan to lakaz aster al fer fete dan prison,0
2378,"Ena ene femme la dans ,si tant in change mari kot finalement line vine multi millionaire..li N.S lite version maurice 😃😃😃😃😂😂😂",0
2379,Bzn mt 1 volume dn so f..s,0
2380,B ale ramass bar savon aster.. Banla ki proprieter 🤣,0
2381,Aahad De Gea mo cone li sa...,0
2382,N malade sa...,0
2383,Reaz Sadally top alrs...kt li eT la ena mari mari doctor...specialist pu get li 😅,0
2384,Anuja Ramgoolam bnla em ki ti p fr tapaz kot tw lot.jr la?,0
2385,Rozi Noor nn 🤬,0
2386,"Ala zot nuvo baz , oken voisin pas pu fer complaint ... zot ava continue zot fete ici 😂😂",0
2387,Damaging government property by band (2 more persons) . Arrestable offence sa. A B kifair inn ferme zis sa dimune 31yrs la? Et lezot?,0
2388,Bizin done zot ene bon punition cumsa kan zot sapp la zot pou reflechi 2 fois,0
2389,Ca famille la zot croire grand mari dans villaz la.. Tout koute lamisik fort... trompé la nuit couma dire léroi dans quartier.. pisse are voisin.. zoure voisin sans respect... ava cessé!!!,0
2390,Bzn ena laloi pli severe pu dimun respecter lautoriT plus,0
2391,Aster toi même ki banla pou al saccagé la lol bonne chance 👍🏼,0
2392,Sa zone met Nisa bien sa zot content tamtam figure meme gete,0
2393,Dans 1 moment pareill cot la police p met zot la vie en jue pou combat covid get 1 cou sa ban coco vid la zot reaction bizin bour zot pandi sa 😞😞😞,0
2394,"To lakaz sa , ban la pou donne toi ene bungalow dan casernes",0
2395,"bel diffirence ena entre la police maurice ek la police dehors , apre ene travail koumsa pa capav prend dimoune par backing , bozin get so capacite",0
2396,Aller zot pu bien amizer Dan kaso pu fr zot danser bien ban bandes de saton,0
2397,Kajal Boyragee Gopeesingh ki manier cousine korek? Banla pu amise lor soulier talon LA.,0
2398,"🎶 nou pou ale sa 6 in the morning 🎶
🎶 mem si noun ggn warning 🎶 🎶",0
2399,Pas fer ler mette vaccin covid la r zot,0
2400,ale amizer dan caso aster gopia,0
2401,Mnst p don lordre pu dir no case...place ur bet??,0
2402,"Sa boug la faudrer pa ki li sorte vivant depi prison, ene signal fort pou bane fauteur de troubles",0
2403,Ale dancer bien mêm Dan prison astr.. Tou kalite dance to pu dance laba.. Ban barbar,0
2404,La si policier la dan p defan li ti bez boug la 2 3 cout.... Lerla zot ti pou fer tapaz brutaliter policiere. Sa ban kaliter complaint la ban policier bizin aler discretement et bez zot ene lamende directment.......,0
2405,"Ki formation zot ine gagner?? Faire honter sa, plito demissioner aller si pas kapav juge ene situation et servi armes.",0
2406,"Za zom. Li ti bizin rent policier sanla 😂
Aster al fer zom dans prison 🤣
Rate Vocation net 😜",0
2407,Chris Surju baisse volume la imP omoin 😮,0
2408,Sa mm piti la... ti met so fem p ggne baT ek so mari... dan loto..so mari ti p dir demand li pou ramass tw... zordi mari la fermE... fem la ek so galon p fair feT dan lakaz mari la... apre li p dir mw ki proptaire.... combien moricien ti p sympathies ek fem la...,0
2409,Pas vini coze goodlands mo sere in ggn 1 problem p ggn 3mois la pas tan zot la police goodlands ou CID PAS Fer ZOT TRAVAIL BIEN,0
2410,Sylvano Bergue toujours Goodlands la devan devan😂😂,0
2411,Karishma Gopaul to pas mank locazion toi 😂😂😂,0
2412,Ici Bagdad ici,0
2413,"La si la police servi la force et zot blesser, lerla pu dir garde p fer dominere, acz bne dimun cumsa mm ki ena conflicts 😡la police ti bzn servi la force dne zot 1 correction.. Bande d'ignorant, imbeciles",0
2414,Moi mo dit lapolice bizin cssse zot lapatte quan gagne zot bizin pena pitier pu zot,0
2415,During zis taugh time its only the police officers....doctors n nurses knw how stressful moments they r going through.If public cnt cop... Atleast respect them!!!!🙏🙏,0
2416,"Moi ce que je dois dire c'est que la majorité de la population ne connaît pas les lois et la constitution de notre pays c'est pour ça que notre pays est en train de devenir ainsi.
Ene zafer bien important ki le peuple doit savoir notre liberté s'arrête là où la liberté des autres commencent.
C'est vrai que nous sommes dans un pays libre mais nous devons respecter la liberté des autres",0
2417,"Apres Kan lapolice ek renfort pou vini zot dir p fair dominair,,, si la loi zot pa peur alor demain zot kapave rentre Dan's lakaz lot dimoun,,, enfin aster ale ramas savonet Dan's jail boss apres u dir moi ki propiretair mo F Vin prend 🤣🤣🤣",0
2418,Ala to aler. To bez cout sab.......Aster to fer tapaz toute la nuit.......,0
2419,Bizin atas breach of confinement aussi avk li,0
2420,Parfoi la police si fr plis ki bzn,0
2421,Mauricien change impe to mentalité. Dans l’Europe li chien zappé après 22h ou kpav paye laman.. respecter ou voisin.,0
2422,"Bizin ferme tou sa bane dimoune la pa zis sekine dne coup sabre....ena bane complis la!!! Mo pa ggne comprend sa bane dimoune ki pe ene roupie respe pou so prochain. Kan 10hrs asoir fini paC pena drwar zoue la misik fort! Malheureusement, kot mo mem mo ggne sa problem la ek voisins🤦‍♀️🤦‍♀️🤦‍♀️",0
2423,Zot batte gardes ... Atane .. Aster ki zot fête pou koumancé la 😄,0
2424,Frote virus corona r li ek ferme li dan 1 lasam tousel!! Li ava kon so sort movE bachiara la 😡,0
2425,toh confinement pac bien laba la man🌚😂🔥,0
2426,Tcha lamour pu content dan kasso la...bancal!,0
2427,Al vende lakaz aster pu rembouse van lapolice,0
2428,Pas de respect quoi! 🤬🤬🤬🤬🤬,0
2429,Tout to banne famille sauvage coumsa ?????.,0
2430,Coco vid sa bizin done crocodile pou manger,0
2431,"Sa gamat la, kouma dir so coiffeur ine poz ene bol lor la tête pou coupe so cheveux. 🥸",0
2432,"La police bizin
Base koute Bale.
Zot ava arette faire Mari.",0
2433,Aret ene sel dimoune alors qui ena ene tas qui fou la merde. pas siposer aussi donne contravention 50 mil pour pollution sonore. A koz sa mm en tas contigner ek defier l'authorite,0
2434,La police Ti bizin bez coud balle,0
2435,Respect to prochain Pu to prochain respecté toi Mo frer sinon tne mayé,0
2436,"Aster la police ki pou fer so fete...
Laniversaire L'année noel divali tout pou fer 1 seul cou la...
Bonne fete et joyeuses confinement sofer... 👋👌👈",0
2437,Pour garde pena human rights,0
2438,"Ale ban proprietaire station pu fr tw amizer aster piti
T ava met la music t dance r gard 🙂",0
2439,Pa preety beekhun mm ki ti p gne baT live lor fb?? Anjeli Veeren,0
2440,Ash Na ouiiii😳😳😳,0
2441,Anjeli Veeren eppppp😬😬😬 lrla li craz van la police???,0
2442,Ash Na li fort ta,0
2443,... Pa peur... Ena avengers pou tire xot... Pou defand zot droit.. Avengers lameme..,0
2444,Bizn bez cout bal avan ggn coute sab,0
2445,"Preety you think you gonna teach me law?

Have you heard of self-defense?",0
2446,Zot gagne droit amuser mei pa derange ou voisin bizin ena respect kan ou malade sa meme voisin ou premier secours svp,0
2447,Astr bn la police pou organise li bien dan kaso,0
2448,Ti dire zot confiné dans pas ti bon alle confiné dans prison astere bane larmer et ramasse savon ou savonette depi li pas vine coin 5,0
2449,Bisin bour sa virus corona,0
2450,Sanjeev Ramburuth akoz sa ban enbecil la other population Ki suffer .,0
2451,Ti bzn bez cut bal sa animal,0
2452,Nawfal Ramankhan zt tifini pr zt psr lacz sa mem zt pa cone ki zt pe fr bn gggt la,0
2453,Nawfal Ramankhan p gagne cout sab dan cado.... Mari pissar sa...... Sa piti la merite 1 bon correction sa,0
2454,Teemul Sajid to bizin esaye goute pssr la ene coup,0
2455,Droit de home pa cozer sa,0
2456,Tieww bel case sa,0
2457,Mrý Laan II To besin faire li comprend,0
2458,Bi VeŠh zot pas lei comprend meme ta,0
2459,aster ale confi bien meme la,0
2460,Abon Dan's maurice tout dumounde amuse mo ti croir 1ban,0
2461,Un article écrit dans un français solide 👌,0
2462,Kifr SSU pas ti present la ba? Ayo non zis pou Yogi ki banla present sorry mone blier..,0
2463,Sher Ayoob bravo! Au point! Pour arrête un revendeur drogue tout un défilé de patrol! Manque de jugement?,0
2464,Bisin faire li rembourse les frais reparation. Si li only alle dans prison we tax payers will pay for him,0
2465,"Kot to ssu, kot to 8 van guard, kot to Cid, kot to ban zarme, kot to gaz lacrimogene!",0
2466,Mirzah Magdoume gete figir ek l'endroit sa...,0
2467,Mirzah Magdoume sniper tone blier 😂,0
2468,Akshay zt met la musique fort 🥺😬,0
2469,ki arrive la police gagne problem koumesa........tchiouuuuuuuuuuu.....,0
2470,"Ena bez sa Maurice la,nerport ki dimoune capav rentre dans to lacaz bat toi parce ki zot pas pe peur pou bat la police taeeeee......",0
2471,Neeamath Imambaccus ki pos krk,0
2472,"Moi mone nissa hehe...
Hehe he hehe
Fodré deranz zot pu zot compran🤦‍♂️🤦‍♂️🤦‍♂️",0
2473,Parski ici ena dimoun senti zot bel mari.. alala tiabon to ress derriere baro,0
2474,Ki faire pa avoy ssu avec la police kan al faire sa ban travail danger la si en dimoune p jouer la musique fort sans ki li gagne tracas so voisin b juger oumem ki kalite dimoune sa et la police al faire sa ban dimoune la compran sans ki li pran renfort,0
2475,Tout agent MSM declare mari dan sa pays la.lacaz pou zot .pays la aussi pou zot.,0
2476,Sovage pa manker.,0
2477,"Bizin.beg.zot.1o.ans.prison.
Zot.pas.mari.bane.satan.la",0
2478,Ban la police la p fer zot travay.. kan to proprieter alors to fer sa ki to envi.. to ban voisin pa bizin dormi..entouka si la ban.la police la ti n parmi ti.mo frere b baré to F kit fois dan to lavi mo.pa pu rode amusé..,0
2479,"Bann gofiol la. Lapolis pe travay dan lockdown. Kit zot fami. Twa to pe fer gamat. To pe deranz tou dimounn . Lorla to pe bless zot. Mem case pankor pase lakour. Donn zot , zot siro zanana.",0
2480,aryo moi dans place la police la mo leve sa pln la mo fer ferme li ziska tire confinement,0
2481,Moricien ban frere soeur respect zot prochain ena dimoun pe mort san msnger ena tam tam ouff,0
2482,dimoune sovage pna respecte pou voisinage lamisment ena limite pas kan envi zis tamtam kan ena cash amiser kanmem doit dimoune moi mo dire la police bzin casse fess parseki zot fr detrop montré ena n la loi pou sa pa kpv sa tou dimoune travay me kan ou rente chez ou envi relax ban coco piké fr vilain,0
2483,Fer attention ou gagne transfer monsieur le policier sa fine vine ene la mode aster couma ban individu ena connection politique zot faire mari,0
2484,Confinement en deuil persone pa gagne droit amuse dans so lakaz Z....,0
2485,Ban gard aster to trouve sabre zotte Ti trouve li plastic avant haha,0
2486,"To content amizer,alors alle amizer dans prison,si banla pas casse to F la bas,to vas blier ki appelle amizer",0
2487,Moi mo dir la police bizin agir sans pitié pu bane couyon ki pran la loi dan zot la main,0
2488,Mayeven Pillay Juggapah moi mo dire si pas comprend 2 coup balle dans zot derrier zot dresser,0
2489,Fou sa endan do respect pena pou so prochain.,0
2490,"Ayoo ou contant bat cout sabre
Aster bn la pour bour matrak dan to fess",0
2491,Moi ausdi si mo ti enan cash mo ti pou amuser bien bien meme,0
2492,Alalila mange pitash get sinema ene distration sa en chezmonmon,0
2493,"Bizin fr likimama mm r zot ..
R zot uniform zot mari zot ..a to ggn",0
2494,Pas facile sa bane dimoune la.,0
2495,Peut-être l’effet secondaire sois confinement sois vaccin 💉,0
2496,"La societe bien malade
Nou bzin guerit la racine",0
2497,Ti lesprite to joue ek la police to al tac apres kan dir ou baise ou lapareile ou p derange dimoune ou fair li pas fair Mari la loi c la loi mo pas prend part personne mais ena un respect enver dimoune,0
2498,Kifer pa aret fam la osi?? Kan li proprietaire alor li gag droit tapeur tou 🤬🤬🤬,0
2499,Ou propriétaire zis ou lakaz me ou pa propriétaire ou voisinaz ou bizin kne resP ou bane voisin.sa prouv ki ou pena resP pou oumem ni pou ou fami aster pa pou ena pou lezot,0
2500,Aster nous proprietere savon national passe bien,0
2501,Sa Madam laem ti ggn baté r so mari dan loto🤣,0
2502,Pa prend la loi Dan nu lamain,0
2503,"Keshav R. Lakun nn kumsa sa confinement la pou paC la
La police si ti pas kiter 🤦‍♀️",0
2504,Keshav R. Lakun kot to mm sa 😂😂,0
2505,Ka Mii ouais 🤦🏻‍♂️,0
2506,Bien triste pou les policiers mai zot inn vine warn bne dimoun la premier cou et mo penC zot p amuZ oui zot p boir et lor 2eme coup bne policiers la ti bzin plis pa avoy zis 2 ek ti bzin ena zarmes r zot osi prski dan bne moment cumsa surtou si dimoun la lor lalcol pa kner ki p atan ou...,0
2507,Zotte pe cause in tah ti ena in garde dimple zot lin touyier li ki arrive sa ban dimound la ki si pas pour gagner rien li pour sorti li .garde la pour dormi Dan's lopital.so fami ki pour soufer,0
2508,Li bon la pa zis arete ti bizn bate tou,0
2509,B sa bane femme la aussi bizin arrête zot,0
2510,Ban mamous ki pou amiser aster 😜,0
2511,BE RESPONSIBLE FOR UR ACTION.... 🙏,0
2512,Kan boire faire vilain meme sa apres assizer gueler dire pardon missié. Kan kapav bisin kapav partou frere!,0
2513,Our police officers are not the society's punchbags,0
2514,Cot me ena ene voisin jouet radio fort et TV asoir ki bizin fr r li.,0
2515,BATIARA TO PENAN CONSIDERATION POU TO PROCHAIN ET TO BAT LA POLICE MO ESPERE FAIRE TOI FERMER A PERPETUITE TO ENE ILLETRE ENE SAUVAGE,0
2516,Ti p envie al dormi dans prison sa,0
2517,Police should start using gun to stop those attacks,0
2518,"nu kapav kot nous mais son la li p depasse borne nu lacaze ek li p importune, nuir nou voisin. nu liberte arrrete là ou liberte nu prochain commence.",0
2519,pe declar bhye ala jot va cne aster to bhye rentre r to mm,0
2520,Ou ena droit amuser mais en meme temps ou voisin ena droit a so trankiliter ! Alors pas abuser.,0
2521,Maik Abraham,0
2522,Kan sa action la pu arrive r L'Express .. mo p atan sa jour la..,0
2523,Akilesh Dursun arette vielle moi😁😁,0
2524,"Kunal Jeet mo pas pe veille toi, mais mone trouve to commentaires. Li nonsense! Enfin.....",0
2525,Akilesh Dursun c'est mo choix,0
2526,Akilesh Dursun garde to calme frer,0
2527,Achille Shelley obliger wey. Nanier pane changer mo trouver.,0
2528,Akilesh Dursun b to tourne page to truve ban zimage mem,0
2529,"Moi mo dre ban policier la ti bzn cuma lockdown dernier fois. Rentre dan lacaz ban dimun la, kass kass zt garD apre bour zt cout taser dan station!!",0
2530,"Li p croire ine gagne conge fin d, annee.. P amuse",0
2531,Apre quand ou apel la police zot grand zafer zot dur ou pe ena transport.,0
2532,Pli gro voler pas pou fr nanier. Ti dimoune ki pou fr nerporte sa pou BOUR dan kaso. Minis ek so bne complice sa pou lece fr mali..... mm r nou...,0
2533,Ohh Baii Moujé maroo 🤣🤣,0
2534,Ramasse zot tou bane sovage la 😡😡😡😡,0
2535,Ban coson ki reste laba,0
2536,L'effet lockdown p monte lor zot latet 🤣🤣🤣🤣,0
2537,La police ti bizin bez zot coûte balle,0
2538,"Taii juste ine al dire baisse le son
Qui zot tire sabre la
Pas dimoune sa ban la criminels barbares net
Heureusement policier la ine reussi lutter sinon ti pou kpav touye li
Lot coup largue coup de balle
Faire li amusé discothèque bien bien meme",0
2539,Maria Calis! Kifer lote coup hier même ti bisin! Femmes gne trop protégées par la loi camem. Zot coz Europe là bas gne coup dibois jette endan. Pena ki fam bisin trape fam ici ki ena cinéma fam déchire uniform lapolice pas gne droit ks li.,0
2540,Tiooouuuuu. Sa stage la fine arriver? 🤦‍♂️🤦‍♂️🤦‍♂️,0
2541,"Shamita Mudhoo goodlands la ki derouls?
Guetto?
Ourvashee Ramjug nou bzn aret frequente muds🥲",0
2542,Darenna Permalloo la veriter la veriter,0
2543,Darenna Permalloo mpas ress gl moi,0
2544,Shamita Mudhoo kt to rester? 🤔,0
2545,"Darenna Permalloo dans to leker 🥲 dechire li, tpour trouve moi ❤️",0
2546,"Shamita Mudhoo tcav kozer astr, line fini block moi partou😬",0
2547,Shamita Mudhoo sovaaaggeeee,0
2548,To pou dizin al l'or maingar,0
2549,Guet avek ki zot ine al rode lamerdma avek nid mouche jaune aster attante la reine,0
2550,Hans habitant melle jeanne 😟,0
2551,Shravan Hurhinidee waiii p gEt sa laa😯,0
2552,Hans Bhugaloo goodlands p fr headlines souvent m trouver 😂😂😂,0
2553,Shravan Hurhinidee we are developing🙂,0
2554,Hans Bhugaloo crime rate p monter t p dir p developer ? ki economics tp fr toi 😂,0
2555,Shravan Hurhinidee saem seki minis in mntrE nous🌚🌚,0
2556,"Li bizin al rest lor montagn kot pena dimoune... Pfftt....sa v dir voisin la pa 1 dimoune sa....
Mo espere la police fer sa 1 exemple pou ban voisin ki net cnt derange zot prochain",0
2557,Enn alé cabri zot pa pou kapav fer ???,0
2558,B 1 sel dimoune arrêté? Et bizin atane gramatin la ousi!,0
2559,amizer pu deranz ou voisin??,0
2560,Pu fer to fete dan station asterla. La ba ki to pu dance la .,0
2561,Enfin al payer aster gouvernement pou charge twa aster ek tou so lintéré.,0
2562,Bour li Dans kaso plus vite possible nou la police p travail dur lor terrain,0
2563,"Fini boir apre zonn penC ki zonn vinn bann lekip Avengers.
Asterr pu touss sali mama",0
2564,To grand Mari toi aster to pour vine femme banne p couma zot meme pe gate environment,0
2565,Aster to proprieT lepeuple ek Garde lanou ki pou nouri twa e Garde ki ou organise twa,0
2566,Get fess couma pou fann la 😁😁,0
2567,Proprietaire lakaz vine locataire dans prison...😂😂. Kot bane defenseurs droits de l'homme été??🤔,0
2568,Met lor porter pou ale l'university aster,0
2569,b oui to n bourik to koner deja problem dimoun pas p travay confinma ena dimoun p istresser ar sa problem pna wap ar sa gv ma la pas p kapav travay twa to p frr tapaz to ena kas b mazin to kam p renter apre to bat lapolice lapolice p travay li p gnn so lapey li b ton fan dall bro ????,0
2570,Ayo ICi si pareil. Kan cozer zot vine agressif. Plito bouce zoreil. Ban ti lesprit sa.,0
2571,"Bisin adopter la ligne dures !1 Jeep la police+ bisin 1 jeep ssu .
Pas donne kotion ca kalite dimoune la.",0
2572,1 seul arrestation ???,0
2573,"😂🤣😂🤣😂🤣 kav gopia kumsa, kisana ki perdant aster?",0
2574,Cartel Awper Li Ava tir sab lol,0
2575,Dres zotte bien mm,0
2576,Berty Bégué pa kot tw sa 😅😅😅 to fr fete to pa invit moi,0
2577,"Nasti Castel gros sangat p dir toi....💯😜😁
Bonheur bonheur pas tar2 naniE.. 🤣🤷🏾‍♂️
M ti fini alE moi.. 💯😜🤣",0
2578,Tapyoka San to ti dans fête la tou toi... 😂 😂 😂 😂 😂,0
2579,Oliver Jennifer Lys 😂😂😂😂😂tahé premier fois mo trouve sa boug la so figir,0
2580,"Tapyoka San normal to pou dire sa..
To même DJ dans party la.. Sa meme mone aller bon heure moi... 😂",0
2581,"Abe ki zottes oule ? Zottes gagne droit faire rassemblement et la marche pacifique., moi mo pas gagne droit amuser dans mo la caze dans confinement 🍾🍾🍾😂😂😂😂😂",0
2582,"Dans ene moment coume sa, tou dimoune pe bisin corperer, zote zote pe laguere, fouffe",0
2583,Banla q pou amize toi aster to pou al tous sali labas aster kkl,0
2584,Aster li bzn dr mw li proprieter KASO,0
2585,"Ferme zot tou..laisse zot san manzé ki lapriere sansé zot habitiè fer selman sovaz kumsa atak dimun, fer pollution. Violence Madam tou kpav batiara kumsa..lahonte lor zot..met zot foto dan bazar goodlands😬😬😵 vin gat lavi dan pays. Atas zot divant lagar🤣",0
2586,Mo pa croire li Ena 31 ans ene figir 55 ans ar li,0
2587,Bizin pran sanksion sever,0
2588,Government véhicules paid by public 🙄,0
2589,Est ce que quelqu'un ine tape traduction ça phrase la ? Lol excellent.,0
2590,"Si to propritaire lacaz....alors invite tasha lamour....li.p rode ene 2eme fabiano....
Figure poutou avec toi baya!!",0
2591,"To ena full raison, al amuser dan prison aster",0
2592,Hope severe action will be taken by cp n pm,0
2593,Tou kou ban la mem,0
2594,Lockdown p fer tamtam,0
2595,"B banne lezote la ki arriver, kan pou ramasse zotte",0
2596,Really..apres kan la police servi violence zot F pren diF,0
2597,Attempt to murder.no bail,0
2598,amusez bien maintenant .le gendarme fait son boulot respecte a li hein couyon,0
2599,Zot bizin boire sirop dowlut 😉😉,0
2600,Zis avoka avengers ki kapav tir twa dns sa aggression policier !!,0
2601,Zot ine aret filmer met lor facebook aster ou guet figir sa,0
2602,La degradation .... more to come .. 😂🤣🤣,0
2603,"l'effect larak fer zot vine proprietaire village tous, bane gamat, aster prepare zot pu alle ramasse savonette dan la cuisine prison,",0
2604,Ene gros probleme tout le long de l'annee. Voisins faire tapages.,0
2605,Joyce Compty pls don’t complain about that bloody Neighbour who always plays his loud music lolol,0
2606,Moi mo p attan video tento,0
2607,Lalcol p fini nou bane jeune zot pas p conai ki zot p fair,0
2608,To p tende pollution sonore PA gagne droit jouer music Fort,0
2609,Sagar Amar Singh Gobardhan yes boss,0
2610,Just kidding moi MO content Kan zot jouer plutot nou largue ene ti awaz Dan place nou alle boire lor chemin contraire nou bizin Fer ene lecole de music encourage ban Jeune vine enprane kitchose nouveau Dan place zot Dan ban fleau Kuma ladrogue,0
2611,Sagar Amar Singh Gobardhan joli sa good idea,0
2612,Et kisanla pu paye reparation la?,0
2613,"Aziooo papao, BON COURAZ ASTER MAHEN 😂
Banne la pou pik to 🤌👈",0
2614,Bizin bou san prison a vie,0
2615,La police pa pou selment fer dominer ar innocent kan zot battre ar bann tête brillé kiwi cassé,0
2616,Dånïsh Lükhöo ki t p fer ta😂😂😂,0
2617,Vishal Bhandoa mo ti p marie 🤣🤣🥱,0
2618,Dånïsh Lükhöo 🤣🤣🤣🤣,0
2619,Vishal Bhandoa ti ena geet gawai.. Bnla pne cmprnd 🤣🥱,0
2620,Dånïsh Lükhöo to pan dne bnla bajia akzsa zot ine apel gard🤣🤣😂😂😂,0
2621,Vishal Bhandoa badjia ti ena.. Problem dithe pa ti chaud 🥱,0
2622,Dånïsh Lükhöo,0
2623,Mentalite dimun...🙄,0
2624,Ben la roue tourne,0
2625,Saravesh Meetun ala sozz ta,0
2626,Gundappa Swami ki p ariV dn t l'endroit...,0
2627,Jeena Shai Udhin nu ban cannibal,0
2628,Gundappa Swami wuii paret sa...,0
2629,Jeena Shai Udhin 🤣🤣🤣🤣😜😜😜,0
2630,Bzn mete zot endan,0
2631,Way to Miriam toi zom magia toi.,0
2632,AnTish AD dir toi aret met lamusic fort...to pas p compren mem,0
2633,Parvesh K. Geerish pa moi sa. Kot maita,0
2634,Bee Gajudhur what’s happening?? To ti faire complaint ki sa??,0
2635,Yuvraj Sharma Persand hahahahaha,0
2636,Yuvraj Sharma Persand oui man. Zot pa invite moi...,0
2637,Si to ti mo voisin to ti pu koner,0
2638,Bonne chance part! Zot ti anvi amiser! Abé banla pu amise zot bien 😂😂😂,0
2639,1 lagel deler arr sa!,0
2640,La ki ti bizin baize coute balles,0
2641,Covid partout dimun pe souffert ena certain pena nourriture et ena certains pe f tamtam..respect ..,0
2642,"Nii Lesh
Ki sa bne rle la sa?",0
2643,Shrishtee Auckey ress dan lendroit mem sa 🤣 mo kne li,0
2644,Shrishtee Auckey karma sa coco zot p paye la,0
2645,"Chandini Khirodur
Dimun i koz ou ser😂",0
2646,Shrishtee Auckey tou cki ou fr dimoune i coz ou,0
2647,to mari to fer sa ek to fami.,0
2648,Ta pagla ki to p fer toi,0
2649,Ashika to pas pou areter em?,0
2650,Vagish Dabysing dimoune goodlands sovaz meme sa😂,0
2651,Abhishek Sujeeun aret sa bne manière la,0
2652,Allala... AL SONE Petar Dan casso,0
2653,"Bizin ramasse sa vilain la gueule la.
Ene sovaz.
Envoy li directeman dans prison.
Li perna aukaine ledikation.
Foder pas permette li reste dans la société.
Ene vilain bebete zacot.",0
2654,Ryans Beejadhur pas krishna sa ?,0
2655,Nimesh ki derouler frer ?,0
2656,Ti bez bane fam la si ferme zot sa,0
2657,Bour zot dan kaso imp jr 1sel cou arette fr fete bne gamaat,0
2658,Banla pu amize ou anal endan aster.,0
2659,Divita Rambrichh ayooo mo pa kapav,0
